HTM::CircuitBreaker,Class,HTM/CircuitBreaker.md
HTM::CircuitBreaker.call,Method,HTM/CircuitBreaker.md#method-i-call
HTM::CircuitBreaker.closed?,Method,HTM/CircuitBreaker.md#method-i-closed?
HTM::CircuitBreaker.half_open?,Method,HTM/CircuitBreaker.md#method-i-half_open?
HTM::CircuitBreaker.initialize,Method,HTM/CircuitBreaker.md#method-i-initialize
HTM::CircuitBreaker.open?,Method,HTM/CircuitBreaker.md#method-i-open?
HTM::CircuitBreaker.reset!,Method,HTM/CircuitBreaker.md#method-i-reset!
HTM::CircuitBreaker.stats,Method,HTM/CircuitBreaker.md#method-i-stats
failure_count,Attribute,HTM/CircuitBreaker.md#attribute-i-failure_count
last_failure_time,Attribute,HTM/CircuitBreaker.md#attribute-i-last_failure_time
name,Attribute,HTM/CircuitBreaker.md#attribute-i-name
state,Attribute,HTM/CircuitBreaker.md#attribute-i-state
HTM::ConfigSection,Class,HTM/ConfigSection.md
HTM::ConfigSection.[],Method,HTM/ConfigSection.md#method-i-[]
HTM::ConfigSection.[]=,Method,HTM/ConfigSection.md#method-i-[]=
HTM::ConfigSection.each,Method,HTM/ConfigSection.md#method-i-each
HTM::ConfigSection.initialize,Method,HTM/ConfigSection.md#method-i-initialize
HTM::ConfigSection.keys,Method,HTM/ConfigSection.md#method-i-keys
HTM::ConfigSection.merge,Method,HTM/ConfigSection.md#method-i-merge
HTM::ConfigSection.method_missing,Method,HTM/ConfigSection.md#method-i-method_missing
HTM::ConfigSection.respond_to_missing?,Method,HTM/ConfigSection.md#method-i-respond_to_missing?
HTM::ConfigSection.to_h,Method,HTM/ConfigSection.md#method-i-to_h
HTM::Config,Class,HTM/Config.md
HTM::Config.anthropic_api_key,Method,HTM/Config.md#method-i-anthropic_api_key
HTM::Config.azure_api_key,Method,HTM/Config.md#method-i-azure_api_key
HTM::Config.azure_api_version,Method,HTM/Config.md#method-i-azure_api_version
HTM::Config.azure_endpoint,Method,HTM/Config.md#method-i-azure_endpoint
HTM::Config.bedrock_access_key,Method,HTM/Config.md#method-i-bedrock_access_key
HTM::Config.bedrock_region,Method,HTM/Config.md#method-i-bedrock_region
HTM::Config.bedrock_secret_key,Method,HTM/Config.md#method-i-bedrock_secret_key
HTM::Config.chunk_overlap,Method,HTM/Config.md#method-i-chunk_overlap
HTM::Config.chunk_size,Method,HTM/Config.md#method-i-chunk_size
HTM::Config.circuit_breaker_failure_threshold,Method,HTM/Config.md#method-i-circuit_breaker_failure_threshold
HTM::Config.circuit_breaker_half_open_max_calls,Method,HTM/Config.md#method-i-circuit_breaker_half_open_max_calls
HTM::Config.circuit_breaker_reset_timeout,Method,HTM/Config.md#method-i-circuit_breaker_reset_timeout
HTM::Config.configure_ruby_llm,Method,HTM/Config.md#method-i-configure_ruby_llm
HTM::Config.database_config,Method,HTM/Config.md#method-i-database_config
HTM::Config.database_configured?,Method,HTM/Config.md#method-i-database_configured?
HTM::Config.database_url,Method,HTM/Config.md#method-i-database_url
HTM::Config.deepseek_api_key,Method,HTM/Config.md#method-i-deepseek_api_key
HTM::Config.development?,Method,HTM/Config.md#method-i-development?
HTM::Config.embedding_dimensions,Method,HTM/Config.md#method-i-embedding_dimensions
HTM::Config.embedding_model,Method,HTM/Config.md#method-i-embedding_model
HTM::Config.embedding_provider,Method,HTM/Config.md#method-i-embedding_provider
HTM::Config.embedding_timeout,Method,HTM/Config.md#method-i-embedding_timeout
HTM::Config.environment,Method,HTM/Config.md#method-i-environment
HTM::Config.extract_propositions,Method,HTM/Config.md#method-i-extract_propositions
HTM::Config.gemini_api_key,Method,HTM/Config.md#method-i-gemini_api_key
HTM::Config.huggingface_api_key,Method,HTM/Config.md#method-i-huggingface_api_key
HTM::Config.initialize,Method,HTM/Config.md#method-i-initialize
HTM::Config.job_backend,Method,HTM/Config.md#method-i-job_backend
HTM::Config.max_embedding_dimension,Method,HTM/Config.md#method-i-max_embedding_dimension
HTM::Config.max_tag_depth,Method,HTM/Config.md#method-i-max_tag_depth
HTM::Config.normalize_ollama_model,Method,HTM/Config.md#method-i-normalize_ollama_model
HTM::Config.ollama_url,Method,HTM/Config.md#method-i-ollama_url
HTM::Config.openai_api_key,Method,HTM/Config.md#method-i-openai_api_key
HTM::Config.openai_organization,Method,HTM/Config.md#method-i-openai_organization
HTM::Config.openai_project,Method,HTM/Config.md#method-i-openai_project
HTM::Config.openrouter_api_key,Method,HTM/Config.md#method-i-openrouter_api_key
HTM::Config.production?,Method,HTM/Config.md#method-i-production?
HTM::Config.proposition_model,Method,HTM/Config.md#method-i-proposition_model
HTM::Config.proposition_provider,Method,HTM/Config.md#method-i-proposition_provider
HTM::Config.proposition_timeout,Method,HTM/Config.md#method-i-proposition_timeout
HTM::Config.refresh_ollama_models!,Method,HTM/Config.md#method-i-refresh_ollama_models!
HTM::Config.relevance_access_weight,Method,HTM/Config.md#method-i-relevance_access_weight
HTM::Config.relevance_recency_half_life_hours,Method,HTM/Config.md#method-i-relevance_recency_half_life_hours
HTM::Config.relevance_recency_weight,Method,HTM/Config.md#method-i-relevance_recency_weight
HTM::Config.relevance_semantic_weight,Method,HTM/Config.md#method-i-relevance_semantic_weight
HTM::Config.relevance_tag_weight,Method,HTM/Config.md#method-i-relevance_tag_weight
HTM::Config.reset_to_defaults,Method,HTM/Config.md#method-i-reset_to_defaults
HTM::Config.service_name,Method,HTM/Config.md#method-i-service_name
HTM::Config.tag_model,Method,HTM/Config.md#method-i-tag_model
HTM::Config.tag_provider,Method,HTM/Config.md#method-i-tag_provider
HTM::Config.tag_timeout,Method,HTM/Config.md#method-i-tag_timeout
HTM::Config.test?,Method,HTM/Config.md#method-i-test?
HTM::Config.validate!,Method,HTM/Config.md#method-i-validate!
HTM::Config.validate_settings!,Method,HTM/Config.md#method-i-validate_settings!
HTM::Config.active_xdg_config_file,Method,HTM/Config.md#method-c-active_xdg_config_file
HTM::Config.config_section_with_defaults,Method,HTM/Config.md#method-c-config_section_with_defaults
HTM::Config.deep_merge_hashes,Method,HTM/Config.md#method-c-deep_merge_hashes
HTM::Config.env,Method,HTM/Config.md#method-c-env
HTM::Config.xdg_config_file,Method,HTM/Config.md#method-c-xdg_config_file
HTM::Config.xdg_config_paths,Method,HTM/Config.md#method-c-xdg_config_paths
embedding_generator,Attribute,HTM/Config.md#attribute-i-embedding_generator
logger,Attribute,HTM/Config.md#attribute-i-logger
proposition_extractor,Attribute,HTM/Config.md#attribute-i-proposition_extractor
tag_extractor,Attribute,HTM/Config.md#attribute-i-tag_extractor
token_counter,Attribute,HTM/Config.md#attribute-i-token_counter
HTM::Database,Class,HTM/Database.md
HTM::Database.default_config,Method,HTM/Database.md#method-c-default_config
HTM::Database.drop,Method,HTM/Database.md#method-c-drop
HTM::Database.dump_schema,Method,HTM/Database.md#method-c-dump_schema
HTM::Database.generate_docs,Method,HTM/Database.md#method-c-generate_docs
HTM::Database.info,Method,HTM/Database.md#method-c-info
HTM::Database.load_schema,Method,HTM/Database.md#method-c-load_schema
HTM::Database.migrate,Method,HTM/Database.md#method-c-migrate
HTM::Database.migration_status,Method,HTM/Database.md#method-c-migration_status
HTM::Database.parse_connection_params,Method,HTM/Database.md#method-c-parse_connection_params
HTM::Database.parse_connection_url,Method,HTM/Database.md#method-c-parse_connection_url
HTM::Database.seed,Method,HTM/Database.md#method-c-seed
HTM::Database.setup,Method,HTM/Database.md#method-c-setup
HTM::EmbeddingService,Class,HTM/EmbeddingService.md
HTM::EmbeddingService.circuit_breaker,Method,HTM/EmbeddingService.md#method-c-circuit_breaker
HTM::EmbeddingService.format_for_storage,Method,HTM/EmbeddingService.md#method-c-format_for_storage
HTM::EmbeddingService.generate,Method,HTM/EmbeddingService.md#method-c-generate
HTM::EmbeddingService.max_dimension,Method,HTM/EmbeddingService.md#method-c-max_dimension
HTM::EmbeddingService.pad_embedding,Method,HTM/EmbeddingService.md#method-c-pad_embedding
HTM::EmbeddingService.reset_circuit_breaker!,Method,HTM/EmbeddingService.md#method-c-reset_circuit_breaker!
HTM::EmbeddingService.validate_embedding!,Method,HTM/EmbeddingService.md#method-c-validate_embedding!
HTM::Error,Class,HTM/Error.md
HTM::ValidationError,Class,HTM/ValidationError.md
HTM::ResourceExhaustedError,Class,HTM/ResourceExhaustedError.md
HTM::NotFoundError,Class,HTM/NotFoundError.md
HTM::EmbeddingError,Class,HTM/EmbeddingError.md
HTM::TagError,Class,HTM/TagError.md
HTM::PropositionError,Class,HTM/PropositionError.md
HTM::DatabaseError,Class,HTM/DatabaseError.md
HTM::QueryTimeoutError,Class,HTM/QueryTimeoutError.md
HTM::AuthorizationError,Class,HTM/AuthorizationError.md
HTM::CircuitBreakerOpenError,Class,HTM/CircuitBreakerOpenError.md
HTM::LongTermMemory,Class,HTM/LongTermMemory.md
HTM::LongTermMemory.clear_cache!,Method,HTM/LongTermMemory.md#method-i-clear_cache!
HTM::LongTermMemory.initialize,Method,HTM/LongTermMemory.md#method-i-initialize
HTM::LongTermMemory.pool_size,Method,HTM/LongTermMemory.md#method-i-pool_size
HTM::LongTermMemory.shutdown,Method,HTM/LongTermMemory.md#method-i-shutdown
HTM::LongTermMemory.stats,Method,HTM/LongTermMemory.md#method-i-stats
query_timeout,Attribute,HTM/LongTermMemory.md#attribute-i-query_timeout
HTM::PropositionService,Class,HTM/PropositionService.md
HTM::PropositionService.circuit_breaker,Method,HTM/PropositionService.md#method-c-circuit_breaker
HTM::PropositionService.extract,Method,HTM/PropositionService.md#method-c-extract
HTM::PropositionService.parse_propositions,Method,HTM/PropositionService.md#method-c-parse_propositions
HTM::PropositionService.reset_circuit_breaker!,Method,HTM/PropositionService.md#method-c-reset_circuit_breaker!
HTM::PropositionService.valid_proposition?,Method,HTM/PropositionService.md#method-c-valid_proposition?
HTM::PropositionService.validate_and_filter_propositions,Method,HTM/PropositionService.md#method-c-validate_and_filter_propositions
HTM::QueryCache,Class,HTM/QueryCache.md
HTM::QueryCache.clear!,Method,HTM/QueryCache.md#method-i-clear!
HTM::QueryCache.enabled?,Method,HTM/QueryCache.md#method-i-enabled?
HTM::QueryCache.fetch,Method,HTM/QueryCache.md#method-i-fetch
HTM::QueryCache.initialize,Method,HTM/QueryCache.md#method-i-initialize
HTM::QueryCache.invalidate!,Method,HTM/QueryCache.md#method-i-invalidate!
HTM::QueryCache.invalidate_methods!,Method,HTM/QueryCache.md#method-i-invalidate_methods!
HTM::QueryCache.stats,Method,HTM/QueryCache.md#method-i-stats
enabled,Attribute,HTM/QueryCache.md#attribute-i-enabled
HTM::Railtie,Class,HTM/Railtie.md
HTM::RobotGroup,Class,HTM/RobotGroup.md
HTM::RobotGroup.active?,Method,HTM/RobotGroup.md#method-i-active?
HTM::RobotGroup.active_robot_names,Method,HTM/RobotGroup.md#method-i-active_robot_names
HTM::RobotGroup.add_active,Method,HTM/RobotGroup.md#method-i-add_active
HTM::RobotGroup.add_passive,Method,HTM/RobotGroup.md#method-i-add_passive
HTM::RobotGroup.clear_working_memory,Method,HTM/RobotGroup.md#method-i-clear_working_memory
HTM::RobotGroup.demote,Method,HTM/RobotGroup.md#method-i-demote
HTM::RobotGroup.failover!,Method,HTM/RobotGroup.md#method-i-failover!
HTM::RobotGroup.in_sync?,Method,HTM/RobotGroup.md#method-i-in_sync?
HTM::RobotGroup.initialize,Method,HTM/RobotGroup.md#method-i-initialize
HTM::RobotGroup.member?,Method,HTM/RobotGroup.md#method-i-member?
HTM::RobotGroup.member_ids,Method,HTM/RobotGroup.md#method-i-member_ids
HTM::RobotGroup.passive?,Method,HTM/RobotGroup.md#method-i-passive?
HTM::RobotGroup.passive_robot_names,Method,HTM/RobotGroup.md#method-i-passive_robot_names
HTM::RobotGroup.promote,Method,HTM/RobotGroup.md#method-i-promote
HTM::RobotGroup.recall,Method,HTM/RobotGroup.md#method-i-recall
HTM::RobotGroup.remember,Method,HTM/RobotGroup.md#method-i-remember
HTM::RobotGroup.remove,Method,HTM/RobotGroup.md#method-i-remove
HTM::RobotGroup.shutdown,Method,HTM/RobotGroup.md#method-i-shutdown
HTM::RobotGroup.status,Method,HTM/RobotGroup.md#method-i-status
HTM::RobotGroup.sync_all,Method,HTM/RobotGroup.md#method-i-sync_all
HTM::RobotGroup.sync_robot,Method,HTM/RobotGroup.md#method-i-sync_robot
HTM::RobotGroup.sync_stats,Method,HTM/RobotGroup.md#method-i-sync_stats
HTM::RobotGroup.transfer_working_memory,Method,HTM/RobotGroup.md#method-i-transfer_working_memory
HTM::RobotGroup.working_memory_contents,Method,HTM/RobotGroup.md#method-i-working_memory_contents
channel,Attribute,HTM/RobotGroup.md#attribute-i-channel
max_tokens,Attribute,HTM/RobotGroup.md#attribute-i-max_tokens
name,Attribute,HTM/RobotGroup.md#attribute-i-name
HTM::SqlBuilder,Class,HTM/SqlBuilder.md
HTM::SqlBuilder.apply_metadata,Method,HTM/SqlBuilder.md#method-c-apply_metadata
HTM::SqlBuilder.apply_timeframe,Method,HTM/SqlBuilder.md#method-c-apply_timeframe
HTM::SqlBuilder.metadata_condition,Method,HTM/SqlBuilder.md#method-c-metadata_condition
HTM::SqlBuilder.pad_embedding,Method,HTM/SqlBuilder.md#method-c-pad_embedding
HTM::SqlBuilder.sanitize_embedding,Method,HTM/SqlBuilder.md#method-c-sanitize_embedding
HTM::SqlBuilder.sanitize_like_pattern,Method,HTM/SqlBuilder.md#method-c-sanitize_like_pattern
HTM::SqlBuilder.timeframe_condition,Method,HTM/SqlBuilder.md#method-c-timeframe_condition
HTM::TagService,Class,HTM/TagService.md
HTM::TagService.circuit_breaker,Method,HTM/TagService.md#method-c-circuit_breaker
HTM::TagService.extract,Method,HTM/TagService.md#method-c-extract
HTM::TagService.max_depth,Method,HTM/TagService.md#method-c-max_depth
HTM::TagService.parse_hierarchy,Method,HTM/TagService.md#method-c-parse_hierarchy
HTM::TagService.parse_tags,Method,HTM/TagService.md#method-c-parse_tags
HTM::TagService.reset_circuit_breaker!,Method,HTM/TagService.md#method-c-reset_circuit_breaker!
HTM::TagService.valid_tag?,Method,HTM/TagService.md#method-c-valid_tag?
HTM::TagService.validate_and_filter_tags,Method,HTM/TagService.md#method-c-validate_and_filter_tags
HTM::Telemetry::NullMeter,Class,HTM/Telemetry/NullMeter.md
HTM::Telemetry::NullMeter.create_counter,Method,HTM/Telemetry/NullMeter.md#method-i-create_counter
HTM::Telemetry::NullMeter.create_histogram,Method,HTM/Telemetry/NullMeter.md#method-i-create_histogram
HTM::Telemetry::NullMeter.create_up_down_counter,Method,HTM/Telemetry/NullMeter.md#method-i-create_up_down_counter
HTM::Telemetry::NullInstrument,Class,HTM/Telemetry/NullInstrument.md
HTM::Telemetry::NullInstrument.add,Method,HTM/Telemetry/NullInstrument.md#method-i-add
HTM::Telemetry::NullInstrument.record,Method,HTM/Telemetry/NullInstrument.md#method-i-record
HTM::TimeframeExtractor,Class,HTM/TimeframeExtractor.md
HTM::TimeframeExtractor.extract,Method,HTM/TimeframeExtractor.md#method-c-extract
HTM::TimeframeExtractor.temporal?,Method,HTM/TimeframeExtractor.md#method-c-temporal?
HTM::TimeframeExtractor::Result,Class,HTM/TimeframeExtractor/Result.md
original_expression,Attribute,HTM/TimeframeExtractor/Result.md#attribute-i-original_expression
query,Attribute,HTM/TimeframeExtractor/Result.md#attribute-i-query
timeframe,Attribute,HTM/TimeframeExtractor/Result.md#attribute-i-timeframe
HTM::Timeframe,Class,HTM/Timeframe.md
HTM::Timeframe.normalize,Method,HTM/Timeframe.md#method-c-normalize
HTM::Timeframe.valid?,Method,HTM/Timeframe.md#method-c-valid?
HTM::Timeframe::Result,Class,HTM/Timeframe/Result.md
extracted,Attribute,HTM/Timeframe/Result.md#attribute-i-extracted
query,Attribute,HTM/Timeframe/Result.md#attribute-i-query
timeframe,Attribute,HTM/Timeframe/Result.md#attribute-i-timeframe
HTM::WorkingMemoryChannel,Class,HTM/WorkingMemoryChannel.md
HTM::WorkingMemoryChannel.channel_name,Method,HTM/WorkingMemoryChannel.md#method-i-channel_name
HTM::WorkingMemoryChannel.initialize,Method,HTM/WorkingMemoryChannel.md#method-i-initialize
HTM::WorkingMemoryChannel.listening?,Method,HTM/WorkingMemoryChannel.md#method-i-listening?
HTM::WorkingMemoryChannel.notify,Method,HTM/WorkingMemoryChannel.md#method-i-notify
HTM::WorkingMemoryChannel.on_change,Method,HTM/WorkingMemoryChannel.md#method-i-on_change
HTM::WorkingMemoryChannel.start_listening,Method,HTM/WorkingMemoryChannel.md#method-i-start_listening
HTM::WorkingMemoryChannel.stop_listening,Method,HTM/WorkingMemoryChannel.md#method-i-stop_listening
notifications_received,Attribute,HTM/WorkingMemoryChannel.md#attribute-i-notifications_received
HTM::WorkingMemory,Class,HTM/WorkingMemory.md
HTM::WorkingMemory.add,Method,HTM/WorkingMemory.md#method-i-add
HTM::WorkingMemory.add_from_sync,Method,HTM/WorkingMemory.md#method-i-add_from_sync
HTM::WorkingMemory.assemble_context,Method,HTM/WorkingMemory.md#method-i-assemble_context
HTM::WorkingMemory.clear,Method,HTM/WorkingMemory.md#method-i-clear
HTM::WorkingMemory.clear_from_sync,Method,HTM/WorkingMemory.md#method-i-clear_from_sync
HTM::WorkingMemory.evict_to_make_space,Method,HTM/WorkingMemory.md#method-i-evict_to_make_space
HTM::WorkingMemory.has_space?,Method,HTM/WorkingMemory.md#method-i-has_space?
HTM::WorkingMemory.initialize,Method,HTM/WorkingMemory.md#method-i-initialize
HTM::WorkingMemory.node_count,Method,HTM/WorkingMemory.md#method-i-node_count
HTM::WorkingMemory.remove,Method,HTM/WorkingMemory.md#method-i-remove
HTM::WorkingMemory.remove_from_sync,Method,HTM/WorkingMemory.md#method-i-remove_from_sync
HTM::WorkingMemory.token_count,Method,HTM/WorkingMemory.md#method-i-token_count
HTM::WorkingMemory.utilization_percentage,Method,HTM/WorkingMemory.md#method-i-utilization_percentage
max_tokens,Attribute,HTM/WorkingMemory.md#attribute-i-max_tokens
