HTM::CircuitBreaker.stats,Method,HTM/CircuitBreaker.md#method-i-stats
failure_count,Attribute,HTM/CircuitBreaker.md#attribute-i-failure_count
last_failure_time,Attribute,HTM/CircuitBreaker.md#attribute-i-last_failure_time
name,Attribute,HTM/CircuitBreaker.md#attribute-i-name
state,Attribute,HTM/CircuitBreaker.md#attribute-i-state
HTM::Configuration,Class,HTM/Configuration.md
HTM::Configuration.configure_ruby_llm,Method,HTM/Configuration.md#method-i-configure_ruby_llm
HTM::Configuration.initialize,Method,HTM/Configuration.md#method-i-initialize
HTM::Configuration.normalize_ollama_model,Method,HTM/Configuration.md#method-i-normalize_ollama_model
HTM::Configuration.reset_to_defaults,Method,HTM/Configuration.md#method-i-reset_to_defaults
HTM::Configuration.validate!,Method,HTM/Configuration.md#method-i-validate!
anthropic_api_key,Attribute,HTM/Configuration.md#attribute-i-anthropic_api_key
azure_api_key,Attribute,HTM/Configuration.md#attribute-i-azure_api_key
azure_api_version,Attribute,HTM/Configuration.md#attribute-i-azure_api_version
azure_endpoint,Attribute,HTM/Configuration.md#attribute-i-azure_endpoint
bedrock_access_key,Attribute,HTM/Configuration.md#attribute-i-bedrock_access_key
bedrock_region,Attribute,HTM/Configuration.md#attribute-i-bedrock_region
bedrock_secret_key,Attribute,HTM/Configuration.md#attribute-i-bedrock_secret_key
connection_timeout,Attribute,HTM/Configuration.md#attribute-i-connection_timeout
deepseek_api_key,Attribute,HTM/Configuration.md#attribute-i-deepseek_api_key
embedding_dimensions,Attribute,HTM/Configuration.md#attribute-i-embedding_dimensions
embedding_generator,Attribute,HTM/Configuration.md#attribute-i-embedding_generator
embedding_model,Attribute,HTM/Configuration.md#attribute-i-embedding_model
embedding_provider,Attribute,HTM/Configuration.md#attribute-i-embedding_provider
embedding_timeout,Attribute,HTM/Configuration.md#attribute-i-embedding_timeout
gemini_api_key,Attribute,HTM/Configuration.md#attribute-i-gemini_api_key
huggingface_api_key,Attribute,HTM/Configuration.md#attribute-i-huggingface_api_key
job_backend,Attribute,HTM/Configuration.md#attribute-i-job_backend
logger,Attribute,HTM/Configuration.md#attribute-i-logger
ollama_url,Attribute,HTM/Configuration.md#attribute-i-ollama_url
openai_api_key,Attribute,HTM/Configuration.md#attribute-i-openai_api_key
openai_organization,Attribute,HTM/Configuration.md#attribute-i-openai_organization
openai_project,Attribute,HTM/Configuration.md#attribute-i-openai_project
openrouter_api_key,Attribute,HTM/Configuration.md#attribute-i-openrouter_api_key
tag_extractor,Attribute,HTM/Configuration.md#attribute-i-tag_extractor
tag_model,Attribute,HTM/Configuration.md#attribute-i-tag_model
tag_provider,Attribute,HTM/Configuration.md#attribute-i-tag_provider
tag_timeout,Attribute,HTM/Configuration.md#attribute-i-tag_timeout
token_counter,Attribute,HTM/Configuration.md#attribute-i-token_counter
week_start,Attribute,HTM/Configuration.md#attribute-i-week_start
HTM::Database,Class,HTM/Database.md
HTM::Database.default_config,Method,HTM/Database.md#method-c-default_config
HTM::Database.drop,Method,HTM/Database.md#method-c-drop
HTM::Database.dump_schema,Method,HTM/Database.md#method-c-dump_schema
HTM::Database.generate_docs,Method,HTM/Database.md#method-c-generate_docs
HTM::Database.info,Method,HTM/Database.md#method-c-info
HTM::Database.load_schema,Method,HTM/Database.md#method-c-load_schema
HTM::Database.migrate,Method,HTM/Database.md#method-c-migrate
HTM::Database.migration_status,Method,HTM/Database.md#method-c-migration_status
HTM::Database.parse_connection_params,Method,HTM/Database.md#method-c-parse_connection_params
HTM::Database.parse_connection_url,Method,HTM/Database.md#method-c-parse_connection_url
HTM::Database.seed,Method,HTM/Database.md#method-c-seed
HTM::Database.setup,Method,HTM/Database.md#method-c-setup
HTM::EmbeddingService,Class,HTM/EmbeddingService.md
HTM::EmbeddingService.circuit_breaker,Method,HTM/EmbeddingService.md#method-c-circuit_breaker
HTM::EmbeddingService.format_for_storage,Method,HTM/EmbeddingService.md#method-c-format_for_storage
HTM::EmbeddingService.generate,Method,HTM/EmbeddingService.md#method-c-generate
HTM::EmbeddingService.pad_embedding,Method,HTM/EmbeddingService.md#method-c-pad_embedding
HTM::EmbeddingService.reset_circuit_breaker!,Method,HTM/EmbeddingService.md#method-c-reset_circuit_breaker!
HTM::EmbeddingService.validate_embedding!,Method,HTM/EmbeddingService.md#method-c-validate_embedding!
HTM::Error,Class,HTM/Error.md
HTM::ValidationError,Class,HTM/ValidationError.md
HTM::ResourceExhaustedError,Class,HTM/ResourceExhaustedError.md
HTM::NotFoundError,Class,HTM/NotFoundError.md
HTM::EmbeddingError,Class,HTM/EmbeddingError.md
HTM::TagError,Class,HTM/TagError.md
HTM::DatabaseError,Class,HTM/DatabaseError.md
HTM::QueryTimeoutError,Class,HTM/QueryTimeoutError.md
HTM::AuthorizationError,Class,HTM/AuthorizationError.md
HTM::CircuitBreakerOpenError,Class,HTM/CircuitBreakerOpenError.md
HTM::LongTermMemory,Class,HTM/LongTermMemory.md
HTM::LongTermMemory.add,Method,HTM/LongTermMemory.md#method-i-add
HTM::LongTermMemory.add_tag,Method,HTM/LongTermMemory.md#method-i-add_tag
HTM::LongTermMemory.batch_load_node_tags,Method,HTM/LongTermMemory.md#method-i-batch_load_node_tags
HTM::LongTermMemory.calculate_relevance,Method,HTM/LongTermMemory.md#method-i-calculate_relevance
HTM::LongTermMemory.clear_cache!,Method,HTM/LongTermMemory.md#method-i-clear_cache!
HTM::LongTermMemory.delete,Method,HTM/LongTermMemory.md#method-i-delete
HTM::LongTermMemory.exists?,Method,HTM/LongTermMemory.md#method-i-exists?
HTM::LongTermMemory.find_query_matching_tags,Method,HTM/LongTermMemory.md#method-i-find_query_matching_tags
HTM::LongTermMemory.get_node_tags,Method,HTM/LongTermMemory.md#method-i-get_node_tags
HTM::LongTermMemory.initialize,Method,HTM/LongTermMemory.md#method-i-initialize
HTM::LongTermMemory.link_robot_to_node,Method,HTM/LongTermMemory.md#method-i-link_robot_to_node
HTM::LongTermMemory.mark_evicted,Method,HTM/LongTermMemory.md#method-i-mark_evicted
HTM::LongTermMemory.node_topics,Method,HTM/LongTermMemory.md#method-i-node_topics
HTM::LongTermMemory.nodes_by_topic,Method,HTM/LongTermMemory.md#method-i-nodes_by_topic
HTM::LongTermMemory.ontology_structure,Method,HTM/LongTermMemory.md#method-i-ontology_structure
HTM::LongTermMemory.pool_size,Method,HTM/LongTermMemory.md#method-i-pool_size
HTM::LongTermMemory.popular_tags,Method,HTM/LongTermMemory.md#method-i-popular_tags
HTM::LongTermMemory.register_robot,Method,HTM/LongTermMemory.md#method-i-register_robot
HTM::LongTermMemory.retrieve,Method,HTM/LongTermMemory.md#method-i-retrieve
HTM::LongTermMemory.search,Method,HTM/LongTermMemory.md#method-i-search
HTM::LongTermMemory.search_by_tags,Method,HTM/LongTermMemory.md#method-i-search_by_tags
HTM::LongTermMemory.search_fulltext,Method,HTM/LongTermMemory.md#method-i-search_fulltext
HTM::LongTermMemory.search_hybrid,Method,HTM/LongTermMemory.md#method-i-search_hybrid
HTM::LongTermMemory.search_with_relevance,Method,HTM/LongTermMemory.md#method-i-search_with_relevance
HTM::LongTermMemory.shutdown,Method,HTM/LongTermMemory.md#method-i-shutdown
HTM::LongTermMemory.stats,Method,HTM/LongTermMemory.md#method-i-stats
HTM::LongTermMemory.topic_relationships,Method,HTM/LongTermMemory.md#method-i-topic_relationships
HTM::LongTermMemory.track_access,Method,HTM/LongTermMemory.md#method-i-track_access
HTM::LongTermMemory.update_last_accessed,Method,HTM/LongTermMemory.md#method-i-update_last_accessed
HTM::LongTermMemory.update_robot_activity,Method,HTM/LongTermMemory.md#method-i-update_robot_activity
query_timeout,Attribute,HTM/LongTermMemory.md#attribute-i-query_timeout
HTM::Railtie,Class,HTM/Railtie.md
HTM::TagService,Class,HTM/TagService.md
HTM::TagService.circuit_breaker,Method,HTM/TagService.md#method-c-circuit_breaker
HTM::TagService.extract,Method,HTM/TagService.md#method-c-extract
HTM::TagService.parse_hierarchy,Method,HTM/TagService.md#method-c-parse_hierarchy
HTM::TagService.parse_tags,Method,HTM/TagService.md#method-c-parse_tags
HTM::TagService.reset_circuit_breaker!,Method,HTM/TagService.md#method-c-reset_circuit_breaker!
HTM::TagService.valid_tag?,Method,HTM/TagService.md#method-c-valid_tag?
HTM::TagService.validate_and_filter_tags,Method,HTM/TagService.md#method-c-validate_and_filter_tags
HTM::TimeframeExtractor,Class,HTM/TimeframeExtractor.md
HTM::TimeframeExtractor.extract,Method,HTM/TimeframeExtractor.md#method-c-extract
HTM::TimeframeExtractor.temporal?,Method,HTM/TimeframeExtractor.md#method-c-temporal?
HTM::TimeframeExtractor::Result,Class,HTM/TimeframeExtractor/Result.md
original_expression,Attribute,HTM/TimeframeExtractor/Result.md#attribute-i-original_expression
query,Attribute,HTM/TimeframeExtractor/Result.md#attribute-i-query
timeframe,Attribute,HTM/TimeframeExtractor/Result.md#attribute-i-timeframe
HTM::Timeframe,Class,HTM/Timeframe.md
HTM::Timeframe.normalize,Method,HTM/Timeframe.md#method-c-normalize
HTM::Timeframe.valid?,Method,HTM/Timeframe.md#method-c-valid?
HTM::Timeframe::Result,Class,HTM/Timeframe/Result.md
extracted,Attribute,HTM/Timeframe/Result.md#attribute-i-extracted
query,Attribute,HTM/Timeframe/Result.md#attribute-i-query
timeframe,Attribute,HTM/Timeframe/Result.md#attribute-i-timeframe
HTM::WorkingMemory,Class,HTM/WorkingMemory.md
HTM::WorkingMemory.add,Method,HTM/WorkingMemory.md#method-i-add
HTM::WorkingMemory.assemble_context,Method,HTM/WorkingMemory.md#method-i-assemble_context
HTM::WorkingMemory.evict_to_make_space,Method,HTM/WorkingMemory.md#method-i-evict_to_make_space
HTM::WorkingMemory.has_space?,Method,HTM/WorkingMemory.md#method-i-has_space?
HTM::WorkingMemory.initialize,Method,HTM/WorkingMemory.md#method-i-initialize
HTM::WorkingMemory.node_count,Method,HTM/WorkingMemory.md#method-i-node_count
HTM::WorkingMemory.remove,Method,HTM/WorkingMemory.md#method-i-remove
HTM::WorkingMemory.token_count,Method,HTM/WorkingMemory.md#method-i-token_count
HTM::WorkingMemory.utilization_percentage,Method,HTM/WorkingMemory.md#method-i-utilization_percentage
max_tokens,Attribute,HTM/WorkingMemory.md#attribute-i-max_tokens
